#RUN,Digest Matching, Service time Digest, Service time Normal, Service time Premium, Service time Reliable,Response time Digest, Response time Normal, Response time Premium, Response time Reliable, Wait time Digest, Wait time Normal, Wait time Premium, Wait time Reliable,Interarrival time Digest, Interarrival time Normal, Interarrival time Premium, Interarrival time Reliable, Avg num of jobs Digest, Avg num of jobs Normal, Avg num of jobs Premium, Avg num of jobs Reliable, Num of timeouts Normal, Num of timeouts Premium, Num of timeouts Reliable, Global Response Time, Global Premium Response Time, Global Normal Response Time, Percentage of Failure, Rho Digest, Rho Normal, Rho Premium, Rho Reliable
78,4983,0.598237,147.490529,118.137232,73.918672,1.957096,208.229519,133.515831,337.607790,1.358859,60.738990,15.378600,263.689118,0.863917,3.014400,1.302037,91.588262,2.265375,69.078264,102.543809,3.686147,498.000000,444.000000,0.000000,153.414236,130.811601,205.953360,0.000000,0.692471,0.978573,0.955080,0.807076
79,4957,0.603393,146.874338,119.308183,77.766125,2.022236,183.170505,160.090753,1058.120971,1.418843,36.296167,40.782570,980.354846,0.862567,3.050283,1.291658,87.591954,2.344438,60.050339,123.942021,12.080116,523.000000,462.000000,0.000000,171.120464,161.043517,194.971032,0.000000,0.699532,0.963021,0.972297,0.887823
80,4945,0.598825,147.128006,119.180018,71.683459,1.946452,223.075469,151.059024,268.813084,1.347627,75.947462,31.879006,197.129624,0.862656,3.028881,1.295570,90.549440,2.256349,73.649464,116.596551,2.968689,519.000000,435.000000,0.000000,168.617700,147.360362,218.149360,0.000000,0.694165,0.971501,0.968320,0.791650
81,4817,0.600623,147.611227,118.551397,72.308897,1.956737,234.197327,147.419674,339.834341,1.356114,86.586100,28.868277,267.525444,0.863312,3.035489,1.293388,90.200698,2.266546,77.153070,113.979445,3.767536,536.000000,420.000000,0.000000,170.205597,144.312425,230.982674,0.000000,0.695719,0.972570,0.964837,0.801645
82,4863,0.599329,147.547518,119.473483,73.543946,1.939538,225.006184,139.598981,439.277158,1.340209,77.458666,20.125498,365.733212,0.864608,3.016058,1.300836,90.268706,2.243258,74.602745,107.314860,4.866328,503.000000,451.000000,0.000000,163.421591,137.599443,223.270334,0.000000,0.693180,0.978413,0.966775,0.814723
83,4714,0.600772,146.533598,118.701813,73.636524,1.975478,185.812949,139.621142,334.861508,1.374706,39.279352,20.919329,261.224984,0.863759,3.021957,1.294862,93.701292,2.287072,61.487619,107.827058,3.573713,516.000000,404.000000,0.000000,151.299492,136.975695,184.705302,0.000000,0.695533,0.969793,0.964962,0.785865
84,4729,0.594241,148.491611,118.836306,72.657760,1.836937,215.481252,132.159101,570.573641,1.242696,66.989641,13.322795,497.915881,0.872868,3.059318,1.308783,86.110423,2.104484,70.434417,100.978634,6.626069,552.000000,449.000000,0.000000,157.224454,131.327242,217.839188,0.000000,0.680792,0.970750,0.955780,0.843774
85,4811,0.598665,147.258729,118.928158,82.440304,1.947502,217.828178,139.009500,598.896684,1.348837,70.569449,20.081342,516.456380,0.865647,3.022539,1.300958,92.029467,2.249765,72.067938,106.851656,6.507662,515.000000,420.000000,0.000000,162.440075,137.762841,219.913290,0.000000,0.691581,0.974404,0.962272,0.895803
86,4736,0.602124,146.538280,118.955015,71.229224,1.941427,179.081869,137.383433,371.599321,1.339303,32.543589,18.428418,300.370097,0.869952,3.061032,1.302062,87.722904,2.231649,58.503757,105.512176,4.236058,497.000000,485.000000,0.000000,148.297738,135.344282,178.764524,0.000000,0.692135,0.957444,0.961673,0.811980
87,4761,0.600189,147.140462,119.478940,77.824097,1.933600,202.086074,141.485188,531.606733,1.333411,54.945612,22.006248,453.782636,0.864692,3.026880,1.296988,87.267783,2.236172,66.763814,109.087479,6.091672,543.000000,446.000000,0.000000,159.250245,140.070674,204.008977,0.000000,0.694108,0.972225,0.969687,0.891785
88,4948,0.602250,148.983096,119.085103,77.422310,1.945896,285.801924,137.352461,494.224379,1.343646,136.818828,18.267358,416.802069,0.865898,3.021958,1.304231,88.045953,2.247258,94.575074,105.313025,5.613255,508.000000,469.000000,0.000000,179.859775,135.817278,281.899929,0.000000,0.695520,0.986004,0.961124,0.879340
89,4776,0.597247,146.083610,118.549112,74.203139,1.937396,192.474219,136.507585,298.700969,1.340149,46.390609,17.958473,224.497831,0.866672,3.053939,1.296879,93.397423,2.235443,63.024915,105.258524,3.198171,503.000000,420.000000,0.000000,150.553642,133.700746,190.237937,0.000000,0.689127,0.956690,0.962222,0.794488
90,4837,0.603149,146.911307,119.671285,72.070987,1.966367,204.918668,156.015503,349.998890,1.363218,58.007361,36.344218,277.927903,0.865515,3.024018,1.300847,85.862686,2.271905,67.763707,119.933739,4.076263,561.000000,444.000000,0.000000,167.941953,152.547454,203.810243,0.000000,0.696868,0.971630,0.968367,0.839375
91,4929,0.601059,147.228977,119.378978,71.449493,2.016884,256.352322,145.415718,717.367630,1.415825,109.123345,26.036740,645.918137,0.861411,3.009205,1.296113,84.665257,2.341372,85.189385,112.193710,8.472987,556.000000,461.000000,0.000000,179.315730,145.018406,258.920000,0.000000,0.697761,0.978524,0.969530,0.843906
92,4895,0.600633,148.000640,119.064769,79.232637,1.996492,241.870041,145.399479,645.329537,1.395859,93.869401,26.334710,566.096901,0.862672,3.013520,1.297477,88.066740,2.314312,80.261628,112.063228,7.327733,530.000000,451.000000,0.000000,174.225337,144.411790,243.530009,0.000000,0.696248,0.982244,0.965962,0.899689
93,4927,0.600718,147.592697,119.005185,74.420508,2.013974,288.841299,144.278142,378.148364,1.413256,141.248602,25.272956,303.727856,0.860576,3.008709,1.294261,89.706269,2.340262,96.001739,111.475321,4.215406,555.000000,408.000000,0.000000,184.187035,141.334169,283.984766,0.000000,0.698041,0.981103,0.967878,0.829602
94,4835,0.598712,147.063966,118.913561,74.634684,1.964817,255.262379,141.267219,337.212950,1.366105,108.198413,22.353659,262.578266,0.863355,3.021497,1.296404,90.337155,2.275793,84.482084,108.968529,3.732827,496.000000,457.000000,0.000000,172.189464,138.520479,250.830858,0.000000,0.693471,0.973451,0.965534,0.826179
95,4857,0.604435,145.891416,119.248489,75.218190,1.975918,184.785832,147.364725,476.477909,1.371483,38.894417,28.116236,401.259718,0.866551,3.031938,1.302150,88.734023,2.280209,60.946444,113.170330,5.369732,515.000000,457.000000,0.000000,157.502016,145.191030,186.230120,0.000000,0.697518,0.962364,0.963981,0.847682
96,4796,0.597971,146.830479,118.730266,74.901378,1.947307,211.849281,140.019209,425.008285,1.349336,65.018802,21.288943,350.106908,0.864962,3.021620,1.299244,88.518131,2.251320,70.111164,107.769787,4.801370,529.000000,448.000000,0.000000,159.961513,137.916872,211.299342,0.000000,0.691326,0.971866,0.961938,0.846170
97,4642,0.598822,147.285138,119.007027,77.149814,1.925570,242.800186,145.272588,609.085388,1.326748,95.515048,26.265561,531.935574,0.865223,3.013227,1.298345,85.324678,2.225520,80.578124,111.890618,7.138443,555.000000,455.000000,0.000000,174.606602,144.471747,244.461672,0.000000,0.692101,0.977591,0.964848,0.904191
98,4716,0.597864,146.563429,119.271476,77.447765,1.951753,223.730765,140.665934,490.123641,1.353889,77.167336,21.394458,412.675876,0.866734,3.018238,1.302231,90.294388,2.251848,74.126273,108.019155,5.428063,500.000000,454.000000,0.000000,164.506750,139.080450,223.545285,0.000000,0.689790,0.971185,0.964106,0.857725
99,4826,0.603055,148.126801,119.393467,73.425161,2.023712,251.646326,141.647561,352.366162,1.420657,103.519525,22.254094,278.941001,0.865611,3.022668,1.301105,90.151239,2.337901,83.253053,108.867152,3.908611,515.000000,442.000000,0.000000,171.700307,139.022878,247.677315,0.000000,0.696682,0.980106,0.965928,0.814466
100,4844,0.603243,147.538911,118.724844,78.388668,2.003559,230.697126,139.396895,574.620734,1.400315,83.158215,20.672052,496.232065,0.864290,3.015346,1.299761,88.115045,2.318155,76.507677,107.248089,6.521256,488.000000,491.000000,0.000000,166.439384,138.659233,230.933900,0.000000,0.697964,0.978587,0.961511,0.889617
101,4886,0.600728,145.823280,119.108169,77.221934,1.993290,181.536499,143.906209,461.737625,1.392562,35.713220,24.798040,384.515691,0.866099,3.047185,1.298872,89.134764,2.301458,59.575148,110.793246,5.180219,529.000000,436.000000,0.000000,154.012960,141.860986,182.433183,0.000000,0.693602,0.957102,0.965276,0.866350
102,4881,0.603292,145.770188,119.656820,75.096025,2.059546,204.816514,145.206775,368.682424,1.456254,59.046327,25.549955,293.586398,0.860620,2.990323,1.296789,88.257209,2.393097,68.493101,111.974131,4.177363,507.000000,470.000000,0.000000,160.947423,142.544041,203.527225,0.000000,0.700998,0.974946,0.971281,0.850877
103,4866,0.596979,147.040976,119.561032,75.643978,1.949391,218.062109,147.954990,396.236268,1.352413,71.021133,28.393958,320.592291,0.859907,3.024260,1.288673,86.814661,2.266979,72.104276,114.811922,4.564163,550.000000,443.000000,0.000000,166.586909,145.324296,216.380714,0.000000,0.694236,0.972409,0.976615,0.871327
104,4731,0.601194,147.457923,119.465867,71.215661,1.984741,220.005007,143.556031,373.265193,1.383547,72.547083,24.090164,302.049532,0.864975,3.006511,1.300811,84.192173,2.294564,73.176190,110.358852,4.433490,563.000000,462.000000,0.000000,164.564789,141.207476,218.562844,0.000000,0.695042,0.980924,0.966732,0.845870
105,4908,0.601417,147.823240,118.783685,76.722672,1.956677,204.336474,140.741665,775.110287,1.355260,56.513234,21.957980,698.387615,0.862938,3.034299,1.294524,86.061135,2.267460,67.342232,108.720823,9.006508,545.000000,454.000000,0.000000,161.617983,140.873345,210.174872,0.000000,0.696941,0.974349,0.965880,0.891490
106,4850,0.601268,146.551705,119.279508,74.589261,2.000755,226.457935,138.207083,407.342164,1.399487,79.906230,18.927575,332.752904,0.861499,2.999852,1.296504,89.311781,2.322410,75.489715,106.599826,4.560901,513.000000,454.000000,0.000000,162.794291,136.129811,224.548580,0.000000,0.697932,0.977060,0.968430,0.835156
107,4827,0.598577,146.633771,118.789843,73.976944,1.920093,205.522850,152.768518,286.637924,1.321515,58.889079,33.978674,212.660981,0.864087,3.036253,1.295214,91.498327,2.222106,67.689635,117.948517,3.132712,517.000000,425.000000,0.000000,165.026883,149.151881,202.158672,0.000000,0.692728,0.965886,0.965416,0.808506
108,4863,0.600071,147.272637,119.479646,77.419157,1.971200,257.584866,137.853876,297.282063,1.371129,110.312229,18.374230,219.862907,0.862198,2.993770,1.299476,91.201866,2.286249,86.040303,106.084168,3.259605,504.000000,442.000000,0.000000,170.421248,134.922695,252.399331,0.000000,0.695978,0.983861,0.967836,0.848877
109,4882,0.599685,146.792479,119.335797,78.928418,1.980450,197.823234,146.566873,450.902423,1.380765,51.030755,27.231076,371.974005,0.861677,3.023612,1.293137,88.990200,2.298367,65.426133,113.342151,5.066877,510.000000,458.000000,0.000000,160.369710,144.269788,198.091861,0.000000,0.695951,0.970974,0.971410,0.886934
110,4871,0.600165,145.819897,119.713244,75.868496,1.937097,184.048390,143.213699,387.678746,1.336932,38.228494,23.500455,311.810250,0.866814,3.034814,1.302465,92.264451,2.234732,60.645694,109.955864,4.201821,495.000000,440.000000,0.000000,153.452186,140.763674,182.899206,0.000000,0.692381,0.960981,0.967503,0.822294
111,4856,0.598970,147.132275,119.458438,77.168501,1.912616,217.624407,141.689937,628.430431,1.313646,70.492132,22.231498,551.261929,0.863880,3.032755,1.295984,88.569993,2.213983,71.758000,109.330032,7.095297,523.000000,450.000000,0.000000,164.466009,140.753312,219.967769,0.000000,0.693348,0.970288,0.970272,0.871271
112,4766,0.601367,148.587705,118.953988,72.479226,1.999981,210.471157,139.484172,281.750407,1.398614,61.883452,20.530184,209.271181,0.867833,3.040908,1.301545,88.138887,2.304568,69.213251,107.168170,3.196664,511.000000,464.000000,0.000000,157.823958,136.621353,207.437298,0.000000,0.692953,0.977259,0.962047,0.822330
113,4941,0.601291,147.368940,119.447074,78.856570,1.998594,220.124467,149.282395,818.349768,1.397302,72.755527,29.835321,739.493198,0.861399,3.016064,1.295035,85.867683,2.320172,72.984028,115.272823,9.530358,527.000000,479.000000,0.000000,172.367283,149.567443,225.402089,0.000000,0.698040,0.977227,0.970890,0.918350
114,4930,0.602131,147.507292,119.352007,76.433112,1.996791,236.041405,146.272442,614.286519,1.394660,88.534112,26.920435,537.853407,0.863025,3.025724,1.296810,88.720828,2.313713,78.011547,112.794021,6.923814,523.000000,450.000000,0.000000,172.641406,144.951554,237.338729,0.000000,0.697699,0.975021,0.968790,0.861501
115,4738,0.600729,146.253508,118.972330,76.210235,1.956128,253.500388,133.770734,409.274253,1.355398,107.246880,14.798404,333.064018,0.864774,3.014180,1.299062,89.622018,2.262010,84.102594,102.974867,4.566671,535.000000,424.000000,0.000000,167.662673,131.790460,251.059300,0.000000,0.694666,0.970436,0.964034,0.850352
116,4789,0.600225,146.902037,119.471657,74.628341,1.972943,226.762164,178.268058,481.168757,1.372718,79.860127,58.796401,406.540415,0.863164,3.016314,1.296173,87.445483,2.285711,75.178572,137.534104,5.502500,531.000000,455.000000,0.000000,190.329419,174.727166,226.717535,0.000000,0.695377,0.974050,0.970238,0.853427
117,4862,0.604052,147.822225,118.632283,73.315485,1.931981,207.876822,136.102368,285.841755,1.327928,60.054597,17.470085,212.526270,0.867334,3.043953,1.301833,94.024870,2.227494,68.291737,104.546680,3.040065,478.000000,440.000000,0.000000,154.477399,133.104798,204.563918,0.000000,0.696447,0.971252,0.959232,0.779746
118,4759,0.599085,146.546559,119.090054,78.271056,1.968706,214.661703,142.016977,599.591561,1.369621,68.115143,22.926923,521.320505,0.861916,3.011995,1.293462,87.030703,2.284104,71.268953,109.796041,6.889426,531.000000,461.000000,0.000000,163.964833,141.130016,217.209642,0.000000,0.695061,0.973086,0.969166,0.899350
119,4859,0.600006,147.276806,119.011341,77.911891,1.999073,210.645953,148.481012,740.184306,1.399067,63.369147,29.469671,662.272415,0.860785,3.019998,1.291341,85.360385,2.322384,69.750352,114.982062,8.671286,551.000000,458.000000,0.000000,168.450788,148.063244,216.187328,0.000000,0.697045,0.975344,0.970117,0.912741
120,4772,0.601583,146.284113,119.852968,76.130276,1.966024,180.992567,148.428435,615.124047,1.364440,34.708454,28.575467,538.993771,0.869495,3.062077,1.301620,88.546983,2.261111,59.107775,114.033576,6.946866,497.000000,477.000000,0.000000,158.542717,147.390162,184.830345,0.000000,0.691877,0.955457,0.969261,0.859773
121,4878,0.599608,147.618170,118.734384,74.460374,1.930546,207.412672,133.495247,421.348927,1.330938,59.794502,14.760863,346.888553,0.869349,3.032276,1.308770,88.358670,2.220680,68.401637,102.000531,4.768620,508.000000,468.000000,0.000000,154.201545,131.697995,206.365484,0.000000,0.689720,0.973646,0.954970,0.842706
122,4684,0.599929,147.214263,118.395033,72.113278,1.962859,195.507348,135.588442,301.984342,1.362929,48.293085,17.193410,229.871064,0.865405,3.028752,1.296754,89.010472,2.268139,64.550455,104.559919,3.392683,546.000000,424.000000,0.000000,151.244236,133.077488,193.615931,0.000000,0.693236,0.972112,0.961064,0.810166
123,4776,0.599977,147.366658,119.696205,72.176386,1.971465,226.824830,154.081508,460.572732,1.371488,79.458172,34.385303,388.396345,0.862378,3.022815,1.292779,91.513742,2.286081,75.037625,119.186236,5.032826,509.000000,435.000000,0.000000,173.798899,151.518874,225.949059,0.000000,0.695725,0.975029,0.974613,0.788695
124,4821,0.598734,147.728049,118.921941,75.095153,1.947730,202.041875,132.171289,455.305619,1.348995,54.313827,13.249348,380.210466,0.865794,3.020387,1.301773,86.622142,2.249645,66.892713,101.531723,5.256227,575.000000,421.000000,0.000000,152.303912,130.477053,202.959425,0.000000,0.691544,0.978206,0.961619,0.866928
125,4834,0.600683,148.208984,120.086278,76.929642,1.929871,203.411873,143.362936,440.980290,1.329188,55.202889,23.276658,364.050649,0.869747,3.051282,1.305284,86.479259,2.218887,66.664394,109.832730,5.099261,536.000000,460.000000,0.000000,159.853472,141.247600,203.333002,0.000000,0.690641,0.971454,0.968422,0.889573
126,4812,0.602317,145.758486,119.167602,76.558269,2.012897,205.479196,139.913403,404.588843,1.410579,59.720711,20.745801,328.030574,0.862835,3.026563,1.293843,88.387186,2.332887,67.891921,108.137865,4.577460,503.000000,473.000000,0.000000,157.836731,137.897909,204.519215,0.000000,0.698068,0.963195,0.969512,0.866169
127,4818,0.598995,146.802971,119.179878,79.640190,1.954417,213.572940,140.568231,715.912662,1.355422,66.769969,21.388353,636.272472,0.864530,3.032182,1.296733,89.810417,2.260669,70.435402,108.401805,7.971377,490.000000,469.000000,0.000000,163.428928,140.447018,217.296118,0.000000,0.692856,0.968299,0.967450,0.886759
